Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
toto,14 years,Paris,"90,899",6.6m,"4,069",5,63,95,130,"regex 4,082,php 1,585,perl 1,376,notepad++ 1,041,javascript 503,preg-match 329,",https://stackoverflow.com/users/372239/toto
jimmy,"15 years, 10 months","New York, NY, United States","90,624",14.3m,498,22,,,,"c# 4,132,javascript 1,308,python 1,096,linq 709,.net 508,algorithm 247,",https://stackoverflow.com/users/4435/jimmy
fionnuala,"15 years, 11 months",Ireland,"90,950",20.1m,"3,099",1,,,,"ms-access 4,585,vba 3,036,sql 1,305,excel 1,244,ms-access-2007 592,ms-access-2010 407,",https://stackoverflow.com/users/2548/fionnuala
amalloy,"13 years, 4 months","Mountain View, CA, United States","91,044",2.8m,"1,456",24,,,,"clojure 4,211,haskell 2,175,functional-programming 425,macros 310,recursion 288,java 278,",https://stackoverflow.com/users/625403/amalloy
praveen,"14 years, 5 months","Chennai, India","90,975",9.0m,141,176,,,,"android 3,642,listview 805,imageview 710,eclipse 210,android-layout 59,google-maps 29,",https://stackoverflow.com/users/267269/praveen
micha%c5%82 per%c5%82akowski,"9 years, 11 months","Gdańsk, Poland","91,227",22.3m,764,33,,,,"javascript 7,415,arrays 3,306,ecmascript-6 2,102,html 1,373,jquery 361,babeljs 306,",https://stackoverflow.com/users/3853934/micha%c5%82-per%c5%82akowski
anthony forloney,"14 years, 10 months","Boston, MA, United States","91,228",10.5m,360,16,,,,"android 5,338,java 1,288,php 796,mysql 109,sql 80,arrays 62,",https://stackoverflow.com/users/166712/anthony-forloney
fizer khan,"12 years, 6 months",Chennai,"91,265",29.8m,234,90,,,,"javascript 911,jquery 545,html 239,angularjs 191,java 125,node.js 116,",https://stackoverflow.com/users/1154350/fizer-khan
hackbod,"14 years, 6 months",,"91,083",7.8m,566,0,,,,"android 8,382,java 2,259,memory 1,094,android-activity 462,android-fragments 448,android-intent 284,",https://stackoverflow.com/users/236398/hackbod
tenfour04,"13 years, 8 months",,"91,175",3.8m,"3,324",109,,,,"kotlin 4,864,android 2,832,java 1,148,libgdx 1,029,kotlin-coroutines 973,kotlin-flow 337,",https://stackoverflow.com/users/506796/tenfour04
deamon,"14 years, 6 months",,"91,279",11.5m,156,411,114,328,456,"java 407,hibernate 44,jpa 43,spring 41,python 40,scala 19,",https://stackoverflow.com/users/238134/deamon
fuz,"13 years, 11 months","Berlin, Germany","91,309",5.0m,"1,382",152,,,,"assembly 2,608,c 2,082,haskell 1,552,go 1,010,x86 975,gcc 549,",https://stackoverflow.com/users/417501/fuz
yishai,"15 years, 4 months","Brooklyn, NY","91,363",19.4m,935,85,31,190,264,"java 7,219,junit 1,470,unit-testing 799,exception 510,generics 301,swing 187,",https://stackoverflow.com/users/77779/yishai
hailwood,14 years,New Zealand,"91,471",10.5m,155,566,,,,"laravel 181,php 148,jquery 91,codeigniter 67,mysql 45,javascript 39,",https://stackoverflow.com/users/383759/hailwood
abdennour toumi,"13 years, 2 months",Tunisia,"91,387",75.8m,903,199,,,,"javascript 4,904,arrays 2,525,jquery 893,reactjs 879,node.js 622,html 591,",https://stackoverflow.com/users/747579/abdennour-toumi
arthur ulfeldt,"15 years, 3 months","Santa Cruz, CA","91,316",4.6m,"1,302",109,,,,"clojure 5,962,leiningen 381,lisp 270,functional-programming 229,java 220,macros 183,",https://stackoverflow.com/users/90801/arthur-ulfeldt
emil vikstr%c3%b6m,"14 years, 6 months","Göteborg, Sverige","91,374",11.8m,"1,346",5,,,,"php 5,050,html 1,086,mysql 769,sql 594,arrays 538,javascript 471,",https://stackoverflow.com/users/238978/emil-vikstr%c3%b6m
sebastien lorber,"15 years, 3 months","Paris, France","91,398",14.3m,433,334,,,,"reactjs 3,914,javascript 3,492,java 1,004,hibernate 149,cordova 144,scala 120,",https://stackoverflow.com/users/82609/sebastien-lorber
patrick,"15 years, 11 months","San Francisco, CA","91,714",9.3m,80,6,11,51,61,"python 8,122,language-agnostic 130,java 86,javascript 83,c++ 74,c 50,",https://stackoverflow.com/users/429/patrick
jeroen,"15 years, 7 months","Amersfoort, Netherlands","91,540",11.2m,"3,149",28,,,,"php 5,419,css 1,286,html 1,004,mysql 878,jquery 709,javascript 505,",https://stackoverflow.com/users/42139/jeroen
imanou petit,"11 years, 6 months","Paris, France","91,689",15.2m,340,13,,,,"swift 7,355,ios 4,967,arrays 1,706,objective-c 664,xcode 650,uitableview 404,",https://stackoverflow.com/users/1966109/imanou-petit
darkdust,"13 years, 11 months","Munich, Germany","91,768",8.2m,"1,453",20,,,,"ios 2,722,objective-c 2,604,iphone 1,685,xcode 840,c 827,macos 497,",https://stackoverflow.com/users/400056/darkdust
ruan mendes,"14 years, 7 months","Boston, MA","91,727",12.4m,"1,961",57,,,,"javascript 5,257,html 1,418,jquery 1,313,css 491,json 249,typescript 241,",https://stackoverflow.com/users/227299/ruan-mendes
mark,"9 years, 11 months",USA,"91,879",4.6m,"2,812",30,,,,"javascript 3,549,python 2,457,arrays 877,node.js 821,python-3.x 528,list 413,",https://stackoverflow.com/users/3874623/mark
clifford,"14 years, 10 months",United Kingdom,"92,059",10.6m,"3,206",17,,,,"c 3,909,embedded 3,594,c++ 1,527,rtos 539,arm 536,stm32 433,",https://stackoverflow.com/users/168986/clifford
jdi,"13 years, 8 months","Wellington, New Zealand","92,059",14.2m,"1,033",34,,,,"python 5,587,django 873,qt 563,mongodb 482,pyqt 458,multithreading 372,",https://stackoverflow.com/users/496445/jdi
bo persson,"13 years, 5 months","Malmö, Sweden","91,743",8.6m,"1,988",1,,,,"c++ 7,297,c 1,277,c++11 1,042,string 823,templates 545,stl 444,",https://stackoverflow.com/users/597607/bo-persson
never had a name,"14 years, 7 months",,"92,418",5.6m,1,527,105,273,390,"php 0,ruby 0,ruby-on-rails 0,database 0,mysql 0,oop 0,",https://stackoverflow.com/users/224922/never-had-a-name
peterm,"11 years, 6 months","Washington DC-Baltimore Area, United States","92,395",11.2m,"2,263",1,,,,"mysql 4,059,sql 2,548,php 1,435,laravel 1,217,sql-server 633,triggers 393,",https://stackoverflow.com/users/1920232/peterm
david arenburg,"10 years, 8 months","Jerusalem, Israel","92,086",7.6m,"1,633",17,,,,"r 7,679,dataframe 1,456,data.table 1,236,dplyr 1,115,regex 284,string 214,",https://stackoverflow.com/users/3001626/david-arenburg
petar ivanov,"13 years, 1 month","Redwood City, CA","92,512",14.5m,805,7,11,83,95,"string 4,946,python 4,237,java 1,818,javascript 1,074,c# 886,regex 388,",https://stackoverflow.com/users/791998/petar-ivanov
ben jackson,"13 years, 9 months","Bellevue, WA","92,486",8.4m,709,21,,,,"git 5,759,c++ 732,c 662,bash 382,linux 271,scala 166,",https://stackoverflow.com/users/479989/ben-jackson
boris callens,"15 years, 10 months","Antwerp, Belgium","92,557",7.1m,110,380,,,,"c# 103,asp.net 74,.net 42,asp.net-mvc 37,javascript 25,html 14,",https://stackoverflow.com/users/11333/boris-callens
code different,11 years,"Toronto, ON, Canada","92,478",4.9m,"2,415",10,,,,"swift 5,001,ios 1,517,pandas 1,099,python 878,arrays 601,sql-server 416,",https://stackoverflow.com/users/2538939/code-different
ap257,"14 years, 9 months",,"92,567",9.6m,9,265,89,205,263,"python 459,django 6,android 2,javascript 0,jquery 0,html 0,",https://stackoverflow.com/users/267831/ap257
gabe sechan,"11 years, 10 months","New York, NY, United States","92,415",6.4m,"4,847",22,,,,"android 5,920,java 1,542,android-intent 483,android-studio 222,kotlin 206,android-activity 190,",https://stackoverflow.com/users/1631193/gabe-sechan
lena,"11 years, 3 months","S-Petersburg, Russia","92,521",4.2m,"2,191",0,,,,"webstorm 5,464,intellij-idea 1,526,phpstorm 1,348,javascript 1,258,node.js 1,102,typescript 698,",https://stackoverflow.com/users/2274212/lena
brock adams,"14 years, 2 months",,"92,563",8.6m,"1,471",13,23,239,301,"javascript 4,852,greasemonkey 4,211,tampermonkey 2,239,userscripts 2,004,jquery 1,264,google-chrome 1,200,",https://stackoverflow.com/users/331508/brock-adams
andy lester,"15 years, 10 months","Palatine, IL","92,594",18.5m,"1,070",12,,,,"perl 1,030,php 764,regex 544,grep 448,unix 340,sql 338,",https://stackoverflow.com/users/8454/andy-lester
allain lalonde,"15 years, 11 months","Ottawa, Canada","92,632",12.1m,294,185,,,,"java 797,php 325,css 157,javascript 139,html 136,jquery 69,",https://stackoverflow.com/users/2443/allain-lalonde
macarse,"15 years, 1 month","Chicago, IL, United States","92,653",15.0m,694,111,,,,"android 4,056,java 466,layout 425,android-layout 315,listview 148,user-interface 114,",https://stackoverflow.com/users/119895/macarse
osgx,"14 years, 8 months",,"92,626",7.9m,974,236,,,,"linux 1,836,c 1,306,gcc 974,c++ 906,linux-kernel 686,perf 457,",https://stackoverflow.com/users/196561/osgx
frerich raabe,"15 years, 3 months","Hamburg, Germany","92,975",10.0m,713,179,,,,"git 2,168,c++ 1,385,c 552,haskell 375,python 325,winapi 228,",https://stackoverflow.com/users/91757/frerich-raabe
colin hebert,"13 years, 11 months",,"92,679",14.9m,707,0,15,161,153,"java 6,022,git 800,maven-2 694,intellij-idea 646,swing 622,regex 437,",https://stackoverflow.com/users/422597/colin-hebert
nate cook,"15 years, 5 months","Evanston, IL","92,988",7.0m,571,7,32,218,178,"swift 7,378,ios 3,379,xcode 626,objective-c 450,arrays 434,ios8 250,",https://stackoverflow.com/users/59541/nate-cook
karlphillip,"14 years, 10 months","California, USA","92,946",12.9m,"1,572",55,,,,"c++ 3,344,opencv 2,902,c 1,952,image-processing 1,633,qt 440,linux 364,",https://stackoverflow.com/users/176769/karlphillip
maarten bodewes,"13 years, 5 months",Doggerland II,"92,872",10.7m,"3,450",35,,,,"encryption 3,497,java 3,301,cryptography 3,288,aes 1,220,rsa 981,c# 746,",https://stackoverflow.com/users/589259/maarten-bodewes
adam davis,"15 years, 10 months","Saline, MI, USA","93,019",15.2m,527,103,,,,"language-agnostic 742,c 469,c++ 426,c# 261,algorithm 219,embedded 188,",https://stackoverflow.com/users/2915/adam-davis
eipi10,"13 years, 8 months",California,"93,096",7.0m,"1,577",31,,,,"r 7,129,ggplot2 3,570,dplyr 819,plot 716,r-markdown 452,dataframe 209,",https://stackoverflow.com/users/496488/eipi10
tux21b,"15 years, 3 months","Linz, Upper Austria, Austria","93,141",9.1m,195,10,,,,"linux 4,299,go 2,914,python 840,django 195,goroutine 162,string 54,",https://stackoverflow.com/users/82219/tux21b
lazer,"15 years, 1 month",,"93,180",8.7m,47,346,114,288,367,"algorithm 139,c++ 53,c 28,html 4,javascript 4,perl 2,",https://stackoverflow.com/users/113124/lazer
alexis c,"11 years, 11 months","Lausanne, Switzerland","93,132",17.9m,"1,079",8,,,,"java 7,787,java-8 3,467,java-stream 2,582,arrays 1,244,arraylist 843,android 813,",https://stackoverflow.com/users/1587046/alexis-c
anya shenanigans,"15 years, 10 months","Dublin, Ireland","93,565",7.1m,867,0,,,,"c++ 1,571,c 1,347,linux 758,macos 418,java 411,objective-c 263,",https://stackoverflow.com/users/17833/anya-shenanigans
brian goetz,"12 years, 3 months",,"93,631",4.9m,253,0,,,,"java 8,751,java-8 7,425,java-stream 2,779,lambda 1,528,concurrency 809,parallel-processing 471,",https://stackoverflow.com/users/3553087/brian-goetz
icollect it ltd,"14 years, 8 months",United Kingdom,"93,204",11.4m,"2,294",114,,,,"jquery 2,937,javascript 2,403,c# 1,731,silverlight 1,026,html 919,asp.net-mvc 566,",https://stackoverflow.com/users/201078/icollect-it-ltd
derek %e6%9c%95%e6%9c%83%e5%8a%9f%e5%a4%ab,"14 years, 4 months",United States,"93,725",10.8m,908,246,,,,"javascript 4,163,html 1,707,css 947,jquery 751,google-chrome-extension 335,google-chrome 191,",https://stackoverflow.com/users/283863/derek-%e6%9c%95%e6%9c%83%e5%8a%9f%e5%a4%ab
spacedman,"14 years, 8 months","Lancaster, United Kingdom","93,702",11.6m,"1,687",48,,,,"r 6,361,python 861,plot 475,ggplot2 395,django 288,dataframe 239,",https://stackoverflow.com/users/211116/spacedman
zombat,"15 years, 3 months","Victoria, Canada","93,771",17.3m,746,7,,,,"php 5,244,mysql 1,281,javascript 1,064,jquery 665,arrays 581,css 346,",https://stackoverflow.com/users/81205/zombat
p%e0%ae%b0%e0%ae%a4%e0%af%80%e0%ae%aa%e0%af%8d,"10 years, 4 months","Chennai, India","93,168",22.2m,"3,284",85,,,,"sql-server 5,166,sql 4,793,t-sql 1,559,sql-server-2008 851,sql-server-2012 556,mysql 501,",https://stackoverflow.com/users/3349551/p%e0%ae%b0%e0%ae%a4%e0%af%80%e0%ae%aa%e0%af%8d
elclanrs,"13 years, 3 months",,"93,774",16.0m,"1,788",62,21,136,171,"javascript 6,600,arrays 2,481,jquery 2,277,html 1,349,css 498,regex 373,",https://stackoverflow.com/users/670396/elclanrs
jorge e cardona,"14 years, 4 months","Berlin, Germany","94,210",10.6m,23,15,,,,"git 9,012,git-branch 8,989,python 163,django 155,numpy 21,tensorflow 9,",https://stackoverflow.com/users/361023/jorge-e-cardona
thomasiscoding,"4 years, 9 months","Stockholm, Sweden","93,188",1.3m,"5,349",36,,,,"r 6,639,dataframe 1,285,dplyr 958,matrix 563,igraph 412,data.table 407,",https://stackoverflow.com/users/12158757/thomasiscoding
eric,"15 years, 2 months",Vermont,"94,095",14.3m,585,1,13,115,116,"sql 5,661,sql-server 4,927,sql-server-2005 3,767,t-sql 3,708,mysql 2,441,database 291,",https://stackoverflow.com/users/95589/eric
juanpa arrivillaga,"9 years, 1 month","San Francisco, CA, United States","93,949",5.1m,"2,281",8,,,,"python 7,342,python-3.x 2,066,pandas 1,004,list 719,numpy 670,dictionary 534,",https://stackoverflow.com/users/5014455/juanpa-arrivillaga
anomie,"13 years, 4 months",planet Earth,"93,924",8.7m,832,4,,,,"iphone 1,974,ios 1,627,objective-c 1,195,cocoa-touch 927,php 287,ipad 261,",https://stackoverflow.com/users/634419/anomie
mike sherrill cat recall,"13 years, 6 months",United States,"94,201",12.8m,"2,243",0,,,,"postgresql 4,146,sql 2,561,database 1,309,database-design 986,mysql 866,sqlite 563,",https://stackoverflow.com/users/562459/mike-sherrill-cat-recall
kevin bowersox,"13 years, 3 months","Mechanicsburg, PA, United States","94,075",22.0m,"2,269",50,19,163,193,"java 4,206,jquery 1,513,javascript 1,430,hibernate 1,182,html 934,css 811,",https://stackoverflow.com/users/714969/kevin-bowersox
dano,"11 years, 5 months",Massachusetts,"93,854",5.8m,"1,001",1,,,,"python 7,880,multiprocessing 3,434,python-asyncio 1,853,python-3.x 1,230,multithreading 1,148,python-multiprocessing 1,102,",https://stackoverflow.com/users/2073595/dano
mattshane,"15 years, 10 months","Athens, GA","94,493",1.9m,0,1,3,18,5,"memory-management 0,dynamic-memory-allocation 0,heap-memory 0,data-structures 0,stack-memory 0,",https://stackoverflow.com/users/13161/mattshane
drewag,"13 years, 4 months","Broomfield, CO, United States","94,213",5.5m,430,36,,,,"swift 7,295,ios 1,549,iphone 692,xcode6 582,arrays 359,objective-c 272,",https://stackoverflow.com/users/661853/drewag
niklas b,"12 years, 10 months","Karlsruhe, Germany","94,508",10.1m,724,27,,,,"python 4,447,ruby 1,142,algorithm 1,042,haskell 515,c++ 435,java 408,",https://stackoverflow.com/users/916657/niklas-b
mark reed,"13 years, 1 month",,"94,372",18.2m,"1,359",36,,,,"javascript 1,854,arrays 1,612,bash 1,552,shell 906,python 742,ruby 669,",https://stackoverflow.com/users/797049/mark-reed
kv prajapati,"14 years, 11 months","Ahmedabad, Gujarat, India","94,347",24.4m,"2,360",1,,,,"c# 3,048,java 2,699,asp.net 1,297,.net 1,208,vb.net 497,sql 332,",https://stackoverflow.com/users/142822/kv-prajapati
jeff bowman,"12 years, 1 month","San Jose, CA","94,377",8.8m,"1,400",2,,,,"java 4,223,mockito 3,086,dagger-2 1,303,guice 1,180,unit-testing 1,063,android 1,026,",https://stackoverflow.com/users/1426891/jeff-bowman
riggsfolly,"11 years, 2 months",U.K.,"94,373",8.2m,"4,245",1,,,,"php 4,539,wamp 2,191,wampserver 2,090,mysql 1,859,apache 1,346,arrays 449,",https://stackoverflow.com/users/2310830/riggsfolly
mkl,"11 years, 9 months",,"94,350",5.9m,"2,660",0,,,,"pdf 3,573,itext 2,628,java 2,584,pdfbox 1,924,c# 1,147,digital-signature 784,",https://stackoverflow.com/users/1729265/mkl
duncan,"15 years, 2 months","Oxford, England United Kingdom","94,571",10.9m,"1,031",0,,,,"python 6,978,list 848,typescript 803,python-2.7 574,powershell 409,dictionary 361,",https://stackoverflow.com/users/107660/duncan
devin jeanpierre,"15 years, 10 months","San Bruno, CA, United States","94,628",13.9m,145,13,,,,"python 8,812,list 457,math 273,oop 73,django 38,c# 38,",https://stackoverflow.com/users/18515/devin-jeanpierre
baba,"12 years, 4 months",Online,"94,669",12.1m,"1,539",15,,,,"php 7,348,arrays 1,056,mysql 450,curl 338,string 291,multidimensional-array 222,",https://stackoverflow.com/users/1226894/baba
andrew moore,"15 years, 9 months",Canada,"94,694",17.1m,573,9,,,,"php 3,384,javascript 1,550,html 1,157,jquery 1,092,css 1,019,arrays 822,",https://stackoverflow.com/users/26210/andrew-moore
ira baxter,"15 years, 1 month","Austin, TX","94,673",9.1m,"2,360",48,,,,"parsing 2,151,assembly 1,102,compiler-construction 1,070,c++ 1,047,abstract-syntax-tree 810,c 776,",https://stackoverflow.com/users/120163/ira-baxter
michael aaron safyan,15 years,"Pittsburgh, PA, United States","94,820",22.3m,"1,476",13,,,,"python 1,933,c++ 1,765,java 1,155,c 855,linux 586,macos 579,",https://stackoverflow.com/users/136540/michael-aaron-safyan
alok singhal,"14 years, 7 months",,"95,253",14.1m,542,5,21,127,158,"c 3,135,python 1,467,bash 1,155,c++ 589,arrays 343,latex 290,",https://stackoverflow.com/users/226621/alok-singhal
alec smart,"15 years, 6 months",,"95,334",9.0m,128,175,39,122,186,"php 470,html 200,javascript 165,jquery 137,css 52,mysql 17,",https://stackoverflow.com/users/426996/alec-smart
maroun,"11 years, 9 months",Haifa,"95,306",13.7m,"1,780",57,,,,"java 5,149,python 1,074,arrays 1,019,regex 743,string 707,c 396,",https://stackoverflow.com/users/1735406/maroun
michael durrant,"13 years, 4 months","Cambridge, MA","95,365",24.7m,"1,123",687,,,,"ruby-on-rails 2,105,ruby-on-rails-3 1,275,git 960,ruby 933,mysql 280,javascript 170,",https://stackoverflow.com/users/631619/michael-durrant
yole,"14 years, 11 months","Munich, Germany","95,561",5.2m,"1,257",3,,,,"kotlin 4,201,intellij-idea 2,454,java 2,215,pycharm 978,android-studio 930,android 919,",https://stackoverflow.com/users/147024/yole
geo,"15 years, 8 months",,"95,607",12.5m,371,729,119,347,531,"python 2,111,ruby 831,ruby-on-rails 481,java 153,perl 46,javascript 26,",https://stackoverflow.com/users/31610/geo
mike hordecki,"15 years, 10 months",Switzerland,"95,543",4.9m,37,7,3,28,27,"python 9,384,loops 8,991,list 8,990,google-app-engine 96,javascript 14,stl 6,",https://stackoverflow.com/users/19082/mike-hordecki
martin beckett,"15 years, 10 months","Vancouver, Canada","95,656",20.2m,"1,984",63,,,,"c++ 2,670,c 1,070,python 1,027,opencv 932,qt 763,algorithm 281,",https://stackoverflow.com/users/10897/martin-beckett
robby cornelissen,"10 years, 2 months","Tokyo, Japan","95,630",6.0m,"2,081",12,,,,"javascript 3,303,arrays 2,007,java 1,871,typescript 1,120,html 419,css 246,",https://stackoverflow.com/users/3558960/robby-cornelissen
